Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Chilukuri, Lakshmi N",BILD 91 - Biol Freshm/Strategies/Success (A),SP14,13,7,85.7%,100.0%,0.50,N/A,N/A
"Halpain, Shelley",BILD 1 - The Cell (A),WI14,266,125,97.4%,83.8%,5.49,B+ (3.55),B (3.16)
"Golden, Susan S.",BILD 1 - The Cell (B),WI14,340,183,97.1%,85.1%,5.94,B+ (3.32),B- (2.83)
"Traver, David",BILD 10 - Fundamental Concepts/Modrn Bio (A),WI14,281,118,84.1%,82.3%,4.34,B (3.15),B+ (3.34)
"Komiyama, Takaki",BILD 12 - Neurobiology and Behavior (A),WI14,67,27,91.7%,95.8%,3.33,B (3.15),B+ (3.33)
"Leutgeb, Jill K.",BILD 2 - Multicellular Life (A),WI14,380,132,94.2%,77.7%,6.38,B+ (3.39),B (3.04)
"Fortes, P. A. George",BILD 26 - Human Physiology (A),WI14,129,56,71.7%,47.2%,4.89,C+ (2.53),C (2.28)
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol (A),WI14,380,212,94.2%,97.1%,4.95,B+ (3.35),B- (2.78)
"Woodruff, David S",BILD 3 - Organismic&Evolutionary Biol (B),WI14,250,145,79.4%,63.2%,6.74,B- (2.95),C+ (2.63)
"Macagno, Eduardo R.","BILD 38 - Dementia, Science and Society (A)",WI14,50,29,82.1%,89.3%,4.21,B+ (3.62),B+ (3.38)
"Woodruff, David S",BILD 87 - Freshman Seminar (A),WI14,21,13,100.0%,100.0%,2.00,B (3.00),N/A
"Nieh, James Charles",BILD 87 - Freshman Seminar (C),WI14,18,14,92.3%,100.0%,1.12,A (4.00),N/A
"Patrick, Gentry",BILD 1 - The Cell (A),FA13,381,162,97.4%,90.8%,5.75,B+ (3.50),B (3.00)
"Reuther, Keefe",BILD 10 - Fundamental Concepts/Modrn Bio (A),FA13,234,114,89.1%,92.7%,4.52,B (3.28),B- (2.89)
"Reinagel, Pam",BILD 12 - Neurobiology and Behavior (A),FA13,79,40,79.5%,79.5%,3.47,B (3.26),B- (2.91)
"Wasserman, Steven A.",BILD 2 - Multicellular Life (A),FA13,182,98,94.6%,95.7%,6.87,B+ (3.31),B- (2.76)
"Fortes, P. A. George",BILD 2 - Multicellular Life (B),FA13,150,61,83.9%,57.1%,6.09,B (3.13),C+ (2.51)
"Kurle, Carolyn M.",BILD 3 - Organismic&Evolutionary Biol (A),FA13,436,245,93.5%,97.4%,5.37,B+ (3.54),B- (2.89)
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol (B),FA13,273,145,85.7%,91.4%,5.13,B (3.21),B- (2.76)
"Saier, Milton H.",BILD 87 - Freshman Seminar (A),FA13,19,12,100.0%,100.0%,0.68,N/A,N/A
"French, Kathleen Ann",BILD 96 - Biology: Honors Seminar (A),FA13,32,26,64.0%,80.0%,1.14,A (4.00),N/A
"Reuther, Keefe",BILD 2 - Multicellular Life (A),S213,167,37,93.9%,93.9%,9.25,B+ (3.52),B (3.08)
"Woodruff, David S",BILD 3 - Organismic&Evolutionary Biol (A),S213,128,32,86.2%,79.3%,8.29,B- (2.96),C+ (2.59)
"Pykalainen, Anette",BILD 1 - The Cell (A),S113,130,40,79.5%,66.7%,8.55,B (3.03),C+ (2.56)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),S113,25,14,85.7%,78.6%,5.21,A (4.00),A- (3.73)
"Gustafson-Brown, Cindy",BILD 36 - AIDS Science and Society (A),S113,18,12,100.0%,91.7%,9.33,B+ (3.40),N/A
"Patrick, Gentry",BILD 1 - The Cell (A),SP13,366,139,92.6%,88.1%,4.83,B (3.28),B- (2.97)
"Rypien, Krystal L",BILD 10 - Fundamental Concepts/Modrn Bio (A),SP13,181,75,90.7%,92.0%,4.34,B (3.26),C+ (2.64)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SP13,212,76,93.2%,86.3%,3.33,A- (3.77),B+ (3.65)
"French, Kathleen Ann",BILD 2 - Multicellular Life (A),SP13,225,69,89.6%,65.7%,5.87,B+ (3.32),B- (2.81)
"Strause, Linda G.",BILD 22 - Human Nutrition (A),SP13,373,125,96.8%,96.8%,3.34,B+ (3.60),B+ (3.54)
"Rypien, Krystal L",BILD 3 - Organismic&Evolutionary Biol (A),SP13,373,146,87.3%,87.3%,5.69,B (3.09),C+ (2.59)
"Bier, Ethan",BILD 7 - The Beginning of Life (A),SP13,67,21,71.4%,81.0%,4.69,B+ (3.35),B (3.26)
"Yanofsky, Martin F.",BILD 7 - The Beginning of Life (A),SP13,67,20,80.0%,90.0%,4.70,B+ (3.31),B (3.26)
"Saier, Milton H.",BILD 87 - Freshman Seminar (A),SP13,11,6,83.3%,66.7%,2.17,N/A,N/A
"Woodruff, David S",BILD 87 - Freshman Seminar (B),SP13,19,11,100.0%,100.0%,0.90,A (4.00),N/A
"Holway, David A.",BILD 87 - Freshman Seminar (C),SP13,19,9,100.0%,88.9%,2.94,A (4.00),N/A
"Chilukuri, Lakshmi N",BILD 95 - Undergraduate Workshops (A),SP13,12,3,100.0%,100.0%,1.50,N/A,N/A
"Johnson, Tracy Lanise",BILD 95 - Undergraduate Workshops (A),SP13,12,3,100.0%,100.0%,0.50,N/A,N/A
"Macagno, Eduardo R.",BILD 95 - Undergraduate Workshops (A),SP13,12,3,100.0%,100.0%,1.50,N/A,N/A
"Mel, Stephanie",BILD 95 - Undergraduate Workshops (A),SP13,12,3,100.0%,100.0%,1.50,N/A,N/A
"Wienhausen, Gabriele",BILD 95 - Undergraduate Workshops (B),SP13,7,6,100.0%,100.0%,0.83,A (4.00),N/A
"Halpain, Shelley",BILD 1 - The Cell (A),WI13,277,130,92.1%,72.4%,5.83,B+ (3.45),C+ (2.70)
"Golden, Susan S.",BILD 1 - The Cell (B),WI13,281,131,93.0%,89.1%,6.48,B+ (3.30),C+ (2.70)
"Rypien, Krystal L",BILD 10 - Fundamental Concepts/Modrn Bio (A),WI13,315,204,94.6%,94.6%,4.28,B+ (3.45),B+ (3.33)
"Komiyama, Takaki",BILD 12 - Neurobiology and Behavior (A),WI13,47,21,95.2%,95.2%,3.93,B+ (3.37),B (3.16)
"Wasserman, Steven A.",BILD 2 - Multicellular Life (A),WI13,204,139,94.2%,94.9%,7.22,B (3.23),B- (2.72)
"Fortes, P. A. George",BILD 26 - Human Physiology (A),WI13,137,77,68.9%,54.1%,5.26,B- (2.87),B- (2.90)
"Holway, David A.",BILD 3 - Organismic&Evolutionary Biol (A),WI13,350,172,86.0%,83.6%,5.01,B (3.02),B- (2.71)
"Macagno, Eduardo R.","BILD 38 - Dementia, Science and Society (A)",WI13,48,22,100.0%,95.2%,3.17,B+ (3.50),B+ (3.35)
"Saier, Milton H.",BILD 87 - Freshman Seminar (A),WI13,17,9,88.9%,88.9%,3.25,A (4.00),N/A
"Brown, Willie C.",BILD 87 - Freshman Seminar (B),WI13,12,7,100.0%,100.0%,1.93,N/A,N/A
"Kiger, Amy",BILD 1 - The Cell (A),FA12,364,233,82.7%,86.8%,6.86,B (3.06),C+ (2.49)
"Trujillo, Gloriana V.",BILD 1 - The Cell (A),FA12,364,223,81.7%,57.5%,6.94,B (3.06),C+ (2.49)
"Reinagel, Pam",BILD 12 - Neurobiology and Behavior (A),FA12,75,31,88.9%,77.8%,2.87,B+ (3.70),B+ (3.46)
"Leutgeb, Jill K.",BILD 2 - Multicellular Life (A),FA12,198,87,92.5%,92.5%,6.78,B (3.28),B- (3.00)
"Fortes, P. A. George",BILD 2 - Multicellular Life (B),FA12,130,54,92.0%,66.0%,4.98,B+ (3.34),C+ (2.62)
"Kurle, Carolyn M.",BILD 3 - Organismic&Evolutionary Biol (A),FA12,370,199,92.1%,98.9%,4.69,B+ (3.38),C+ (2.62)
"Kohn, Joshua R",BILD 3 - Organismic&Evolutionary Biol (B),FA12,311,141,75.8%,76.5%,5.31,B- (2.99),C+ (2.70)
"Saier, Milton H.",BILD 87 - Freshman Seminar (A),FA12,15,9,88.9%,100.0%,0.94,N/A,N/A
"French, Kathleen Ann",BILD 96 - Biology: Honors Seminar (A),FA12,35,24,95.0%,95.0%,0.90,A (4.00),N/A
"Reuther, Keefe",BILD 2   - Multicellular Life             (A),S212,136,36,100.0%,94.4%,7.33,B+ (3.43),B- (2.88)
"Reuther, Keefe",BILD 3   - Organismic&Evolutionary Biol   (A),S212,115,27,85.2%,92.3%,9.02,B (3.08),B- (2.82)
"Reuther, Keefe",BILD 1   - The Cell                       (A),S112,125,41,92.7%,92.7%,9.52,B+ (3.32),C+ (2.54)
"Saier, Milton H.",BILD 18   - Human Impact on the Environmnt (A),S112,40,14,92.9%,85.7%,5.36,A- (3.75),B+ (3.57)
"Reuther, Keefe",BILD 3   - Organismic&Evolutionary Biol   (A),S112,119,39,84.2%,97.4%,6.50,B+ (3.38),B- (2.73)
"Reuther, Keefe",BILD 1   - The Cell                       (B),SP12,325,147,86.2%,84.8%,5.77,B (3.24),C+ (2.66)
"Saier, Milton H.",BILD 18   - Human Impact on the Environmnt (A),SP12,220,87,90.8%,90.7%,3.40,A- (3.88),B+ (3.58)
"French, Kathleen Ann",BILD 2   - Multicellular Life             (A),SP12,296,119,89.0%,59.0%,7.63,B (3.17),B- (2.97)
"Strause, Linda G.",BILD 22   - Human Nutrition                (A),SP12,361,140,97.8%,95.5%,3.26,A- (3.74),B+ (3.56)
"Markow, Therese A.",BILD 3   - Organismic&Evolutionary Biol   (A),SP12,397,207,65.5%,19.2%,5.86,B (3.23),B (3.06)
"Macagno, Eduardo R.","BILD 38   - Dementia, Science and Society  (A)",SP12,20,13,84.6%,100.0%,3.58,B+ (3.50),B+ (3.64)
"Rafii, Michael S","BILD 38   - Dementia, Science and Society  (A)",SP12,20,10,88.9%,100.0%,3.83,B+ (3.50),B+ (3.64)
"Bier, Ethan",BILD 7   - The Beginning of Life          (A),SP12,70,17,62.5%,56.3%,5.00,B+ (3.31),B (3.26)
"Yanofsky, Martin F.",BILD 7   - The Beginning of Life          (A),SP12,70,17,62.5%,100.0%,4.10,B+ (3.31),B (3.26)
"Brown, Willie C.",BILD 87   - Freshman Seminar               (A),SP12,10,8,100.0%,100.0%,3.25,A (4.00),N/A
"Saier, Milton H.",BILD 87   - Freshman Seminar               (B),SP12,8,5,100.0%,100.0%,1.30,N/A,N/A
"Woodruff, David S",BILD 87   - Freshman Seminar               (C),SP12,17,13,100.0%,100.0%,2.33,A (4.00),N/A
"Holway, David A.",BILD 87   - Freshman Seminar               (D),SP12,17,13,100.0%,100.0%,0.65,A (4.00),N/A
"Wienhausen, Gabriele",BILD 95   - Undergraduate Workshops        (A),SP12,10,4,75.0%,100.0%,1.00,N/A,N/A
"Golden, Susan S.",BILD 1   - The Cell                       (A),WI12,308,141,86.1%,83.2%,7.16,B+ (3.34),C+ (2.62)
"Halpain, Shelley",BILD 1   - The Cell                       (B),WI12,140,117,94.0%,72.4%,6.82,B (3.09),B- (2.99)
"Traver, David",BILD 10   - Fundamental Concepts/Modrn Bio (A),WI12,380,164,79.8%,80.7%,5.13,B+ (3.35),B+ (3.35)
"Wasserman, Steven A.",BILD 2   - Multicellular Life             (A),WI12,291,232,94.4%,98.7%,8.15,B (3.21),C+ (2.67)
"Fortes, P. A. George",BILD 26   - Human Physiology               (A),WI12,132,52,72.5%,64.7%,5.08,B- (2.74),C+ (2.66)
"Woodruff, David S",BILD 3   - Organismic&Evolutionary Biol   (A),WI12,243,121,79.3%,67.5%,7.26,B- (2.96),C+ (2.63)
"Holway, David A.",BILD 3   - Organismic&Evolutionary Biol   (B),WI12,273,128,81.9%,85.8%,6.77,B (3.11),C+ (2.68)
"Merkhofer, Evan Carroll",BILD 36   - AIDS Science and Society       (A),WI12,75,46,91.1%,90.9%,5.37,B+ (3.37),B (3.05)
"Macagno, Eduardo R.","BILD 38   - Dementia, Science and Society  (A)",WI12,21,12,75.0%,75.0%,3.50,A (4.00),B+ (3.51)
"Woodruff, David S",BILD 87   - Freshman Seminar               (A),WI12,15,12,91.7%,100.0%,1.00,N/A,N/A
"Saier, Milton H.",BILD 87   - Freshman Seminar               (B),WI12,9,5,80.0%,100.0%,1.00,A (4.00),N/A
"Beck, Kevin Douglas",BILD 95   - Undergraduate Workshops        (A),WI12,12,11,90.9%,90.9%,1.95,A (4.00),N/A
"Patrick, Gentry",BILD 1   - The Cell                       (A),FA11,245,114,94.7%,97.4%,5.90,B+ (3.39),B- (2.84)
"Kiger, Amy",BILD 1   - The Cell                       (B),FA11,271,126,89.6%,80.5%,8.13,B (3.21),C+ (2.58)
"Reinagel, Pam",BILD 12   - Neurobiology and Behavior      (A),FA11,73,42,85.7%,71.4%,3.45,B+ (3.39),B+ (3.31)
"Leutgeb, Jill K.",BILD 2   - Multicellular Life             (A),FA11,119,50,95.9%,93.9%,8.13,B+ (3.45),B (3.21)
"Fortes, P. A. George",BILD 2   - Multicellular Life             (B),FA11,187,65,93.8%,71.9%,6.13,B+ (3.58),B (3.02)
"Kurle, Carolyn M.",BILD 3   - Organismic&Evolutionary Biol   (A),FA11,403,239,91.1%,94.4%,5.67,B (3.24),C+ (2.50)
"Goodale, Eben B.",BILD 3   - Organismic&Evolutionary Biol   (B),FA11,249,118,90.7%,89.8%,5.32,B+ (3.50),B- (2.93)
"Brown, Willie C.",BILD 87   - Freshman Seminar               (A),FA11,16,11,100.0%,100.0%,2.14,A (4.00),N/A
"Saier, Milton H.",BILD 87   - Freshman Seminar               (B),FA11,17,13,92.3%,100.0%,0.81,A (4.00),N/A
"Eng, John",BILD 92   - Professional Topics            (A),FA11,15,7,85.7%,71.4%,0.79,N/A,N/A
"D'Cruz, Louise M.",BILD 95   - Undergraduate Workshops        (A),FA11,7,6,83.3%,100.0%,2.83,A (4.00),N/A
"French, Kathleen Ann",BILD 96   - Biology: Honors Seminar        (A),FA11,18,11,81.8%,81.8%,1.05,A (4.00),N/A
"Richmond, Maxi Polihronaki",BILD 2   - Multicellular Life             (A),S211,127,65,87.5%,41.3%,9.06,B (3.28),B- (2.83)
"Reuther, Keefe",BILD 3   - Organismic&Evolutionary Biol   (A),S211,157,73,83.6%,97.3%,7.68,B+ (3.44),C+ (2.63)
"Shulse, Christine Nicole",BILD 1   - The Cell                       (A),S111,130,120,94.1%,90.8%,8.15,B+ (3.50),B (3.07)
"Saier, Milton H.",BILD 18   - Human Impact on the Environmnt (A),S111,33,11,100.0%,90.9%,5.23,B+ (3.55),B+ (3.39)
"Reuther, Keefe",BILD 3   - Organismic&Evolutionary Biol   (A),S111,158,80,91.1%,98.8%,7.08,B+ (3.36),C+ (2.66)
"Gustafson-Brown, Cindy",BILD 36   - AIDS Science and Society       (A),S111,40,17,94.1%,100.0%,10.26,B+ (3.45),C+ (2.65)
"Kiger, Amy",BILD 1   - The Cell                       (A),SP11,366,163,93.2%,92.5%,7.25,B (3.21),C+ (2.31)
"Saier, Milton H.",BILD 18   - Human Impact on the Environmnt (A),SP11,287,111,88.0%,85.2%,2.93,B+ (3.64),B+ (3.37)
"French, Kathleen Ann",BILD 2   - Multicellular Life             (A),SP11,344,154,94.7%,88.1%,6.46,B+ (3.32),B- (2.87)
"Strause, Linda G.",BILD 22   - Human Nutrition                (A),SP11,359,157,96.2%,96.2%,3.66,B+ (3.67),B+ (3.68)
"Holway, David A.",BILD 3   - Organismic&Evolutionary Biol   (A),SP11,389,166,72.7%,78.8%,5.48,B (3.18),B- (2.72)
"Woodruff, David S",BILD 87   - Freshman Seminar               (A),SP11,19,8,100.0%,100.0%,0.50,A (4.00),N/A
"Saier, Milton H.",BILD 87   - Freshman Seminar               (B),SP11,13,5,100.0%,100.0%,0.50,N/A,N/A
"Brown, Willie C.",BILD 87   - Freshman Seminar               (C),SP11,11,4,100.0%,100.0%,2.00,A (4.00),N/A
"Bafna, Vineet",BILD 94   - Prof. Issues/Bioinformatics    (A),SP11,49,21,85.7%,95.2%,1.17,A (4.00),N/A
"Wienhausen, Gabriele",BILD 95   - Undergraduate Workshops        (A),SP11,22,13,100.0%,100.0%,0.83,N/A,N/A
"Wienhausen, Gabriele",BILD 95   - Undergraduate Workshops        (B),SP11,11,5,100.0%,100.0%,0.90,A (4.00),N/A
"Tour, Ella",BILD 1   - The Cell                       (A),WI11,274,147,88.4%,72.8%,5.64,B (3.16),C+ (2.43)
"Golden, Susan S.",BILD 1   - The Cell                       (B),WI11,250,137,88.2%,80.1%,5.89,B (3.26),B- (2.84)
"Berg, Darwin K.",BILD 2   - Multicellular Life             (A),WI11,270,123,96.7%,93.3%,7.57,B+ (3.40),C+ (2.50)
"Schroeder, Julian I",BILD 2   - Multicellular Life             (B),WI11,182,81,96.3%,76.5%,6.80,B+ (3.33),B (3.09)
"Fortes, P. A. George",BILD 26   - Human Physiology               (A),WI11,262,130,69.8%,57.4%,5.28,B (3.10),B- (2.82)
"Woodruff, David S",BILD 3   - Organismic&Evolutionary Biol   (A),WI11,308,174,69.4%,72.8%,7.23,B (3.04),C+ (2.52)
"Macagno, Eduardo R.","BILD 38   - Dementia, Science and Society  (A)",WI11,46,25,70.8%,91.7%,3.67,B (3.23),B (3.22)
"Woodruff, David S",BILD 87   - Freshman Seminar               (A),WI11,20,13,100.0%,100.0%,0.83,A (4.00),N/A
"Saier, Milton H.",BILD 87   - Freshman Seminar               (B),WI11,16,10,100.0%,100.0%,0.70,A (4.00),N/A
"Wienhausen, Gabriele",BILD 87   - Freshman Seminar               (C),WI11,16,13,100.0%,100.0%,2.04,A (4.00),N/A
"Wienhausen, Gabriele",BILD 95   - Undergraduate Workshops        (A),WI11,9,5,100.0%,100.0%,0.90,A (4.00),N/A
"Patrick, Gentry",BILD 1 - The Cell                       (A),FA10,196,85,97.6%,92.9%,5.93,B+ (3.32),B- (2.76)
"Halpain, Shelley",BILD 1 - The Cell                       (B),FA10,273,128,85.6%,48.0%,6.68,B (3.21),C+ (2.46)
"Leutgeb, Jill K.",BILD 2 - Multicellular Life             (A),FA10,156,66,89.2%,52.3%,7.45,B (3.14),C+ (2.46)
"Fortes, P. A. George",BILD 2 - Multicellular Life             (B),FA10,195,79,93.7%,78.2%,6.65,B+ (3.45),B- (2.77)
"Kohn, Joshua R",BILD 3 - Organismic&Evolutionary Biol   (A),FA10,424,214,81.0%,86.2%,5.59,B (3.18),C+ (2.70)
"Goodale, Eben B.",BILD 3 - Organismic&Evolutionary Biol   (B),FA10,294,158,82.8%,69.2%,6.22,B (3.20),B- (2.75)
"Woodruff, David S",BILD 87 - Freshman Seminar               (A),FA10,19,14,100.0%,100.0%,0.79,A (4.00),N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (B),FA10,16,10,70.0%,80.0%,0.70,A (4.00),N/A
"French, Kathleen Ann",BILD 96 - Biology: Honors Seminar        (A),FA10,10,7,100.0%,100.0%,1.36,A (4.00),N/A
"Burg, Michael A.",BILD 1 - The Cell                       (A),SU10,91,24,87.5%,100.0%,7.33,B+ (3.39),N/A
"Clement, Sandra",BILD 1 - The Cell                       (A),SU10,38,27,100.0%,100.0%,7.46,B+ (3.42),N/A
"Lee, Suzanne",BILD 1 - The Cell                       (A),SU10,38,27,100.0%,96.3%,7.31,B+ (3.42),N/A
"Bever, Jennie Lynn",BILD 10 - Fundamental Concepts/Modrn Bio (A),SU10,57,17,70.6%,94.1%,4.85,A- (3.71),N/A
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SU10,25,8,87.5%,87.5%,4.00,A (4.00),N/A
"Burg, Michael A.",BILD 2 - Multicellular Life             (A),SU10,142,44,95.3%,93.0%,7.10,B+ (3.37),N/A
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol   (A),SU10,148,41,90.2%,95.1%,7.55,B+ (3.47),N/A
"Woodruff, David S",BILD 3 - Organismic&Evolutionary Biol   (A),SU10,106,37,80.6%,86.1%,7.47,B+ (3.37),N/A
"Kiger, Amy",BILD 1 - The Cell                       (A),SP10,164,77,90.8%,82.7%,5.76,B (3.23),C+ (2.46)
"Sato, Brian K",BILD 1 - The Cell                       (B),SP10,272,143,95.0%,96.5%,5.73,B (3.19),B- (2.79)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SP10,200,87,92.9%,91.8%,3.56,A- (3.87),B+ (3.50)
"Schroeder, Julian I",BILD 2 - Multicellular Life             (A),SP10,126,52,92.2%,76.5%,5.13,B+ (3.37),B (3.10)
"Burg, Michael A.",BILD 2 - Multicellular Life             (B),SP10,249,96,96.8%,94.6%,5.61,B (3.24),B- (2.83)
"Schmidt, Robert J",BILD 20 - Human Genetics/Modern Society  (A),SP10,146,72,87.5%,91.7%,3.47,B+ (3.32),C+ (2.64)
"Strause, Linda G.",BILD 22 - Human Nutrition                (A),SP10,326,159,96.8%,95.6%,3.46,B+ (3.52),B+ (3.45)
"Wills, Christopher",BILD 3 - Organismic&Evolutionary Biol   (A),SP10,312,136,84.6%,88.9%,4.87,B+ (3.34),B- (2.72)
"Wills, Christopher",BILD 3 - Organismic&Evolutionary Biol   (B),SP10,275,112,76.4%,80.9%,5.80,B (3.17),B- (2.72)
"Bier, Ethan",BILD 7 - The Beginning of Life          (A),SP10,61,22,86.4%,81.8%,5.14,B+ (3.48),B (3.15)
"Yanofsky, Martin F.",BILD 7 - The Beginning of Life          (A),SP10,61,21,85.0%,95.0%,5.20,B+ (3.48),B (3.15)
"Woodruff, David S",BILD 87 - Freshman Seminar               (A),SP10,20,14,100.0%,100.0%,0.50,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (C),SP10,13,7,71.4%,100.0%,0.79,A (4.00),N/A
"Chrispeels, Maarten J.",BILD 87 - Freshman Seminar               (D),SP10,8,5,100.0%,100.0%,0.50,N/A,N/A
"Crawford, Nigel M.",BILD 87 - Freshman Seminar               (E),SP10,11,9,87.5%,87.5%,0.75,A (4.00),N/A
"Gaasterland, Theresa",BILD 94 - Prof. Issues/Bioinformatics    (A),SP10,35,15,93.3%,93.3%,1.83,A (4.00),N/A
"Macagno, Eduardo R.",BILD 95 - Undergraduate Workshops        (A),SP10,6,4,100.0%,100.0%,1.83,N/A,N/A
"Traver, David",BILD 1 - The Cell                       (A),WI10,187,101,98.0%,96.0%,5.99,B+ (3.58),B- (2.93)
"Golden, Susan S.",BILD 1 - The Cell                       (B),WI10,110,28,85.7%,82.1%,5.00,B (3.21),C (2.29)
"Sato, Brian K",BILD 1 - The Cell                       (C),WI10,135,72,94.4%,94.4%,5.64,B+ (3.41),B- (2.80)
"Bever, Jennie Lynn",BILD 10 - Fundamental Concepts/Modrn Bio (A),WI10,320,135,94.0%,97.0%,3.71,B+ (3.60),B+ (3.45)
"Berg, Darwin K.",BILD 2 - Multicellular Life             (A),WI10,291,109,88.1%,87.9%,7.38,B (3.19),B- (2.70)
"Burg, Michael A.",BILD 2 - Multicellular Life             (B),WI10,178,64,92.2%,90.6%,5.55,B+ (3.56),C+ (2.65)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (A),WI10,144,63,85.7%,81.0%,5.55,B+ (3.37),C+ (2.63)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (B),WI10,380,152,93.3%,88.6%,5.31,B+ (3.34),C+ (2.63)
"Woodruff, David S",BILD 3 - Organismic&Evolutionary Biol   (C),WI10,214,84,81.0%,79.5%,6.72,B (3.26),C+ (2.53)
"Gustafson-Brown, Cindy",BILD 36 - AIDS Science and Society       (A),WI10,169,66,95.4%,95.3%,4.66,B (3.27),B- (2.76)
"Wienhausen, Gabriele",BILD 87 - Freshman Seminar               (A),WI10,20,15,100.0%,100.0%,1.57,N/A,N/A
"Woodruff, David S",BILD 87 - Freshman Seminar               (B),WI10,20,13,92.3%,92.3%,0.81,A (4.00),N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (C),WI10,12,6,100.0%,100.0%,0.50,N/A,N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (D),WI10,9,4,100.0%,100.0%,0.50,A (4.00),N/A
"Macagno, Eduardo R.",BILD 95 - Undergraduate Workshops        (A),WI10,19,13,92.3%,92.3%,1.12,N/A,N/A
"Pogliano, Joseph",BILD 95 - Undergraduate Workshops        (B),WI10,28,16,100.0%,100.0%,1.57,A (4.00),N/A
"Patrick, Gentry",BILD 1 - The Cell                       (A),FA09,248,128,96.0%,92.7%,4.82,B+ (3.53),B- (2.89)
"Halpain, Shelley",BILD 1 - The Cell                       (B),FA09,187,79,97.5%,82.3%,5.87,B+ (3.35),B- (2.78)
"Gustafson-Brown, Cindy",BILD 10 - Fundamental Concepts/Modrn Bio (A),FA09,161,85,82.1%,87.1%,4.14,B+ (3.30),B- (2.93)
"Leutgeb, Jill K.",BILD 2 - Multicellular Life             (A),FA09,121,38,97.4%,71.1%,6.66,B+ (3.36),C (2.19)
"Mel, Stephanie",BILD 2 - Multicellular Life             (B),FA09,204,130,98.5%,99.2%,4.78,A- (3.72),C+ (2.64)
"Fortes, P. A. George",BILD 26 - Human Physiology               (A),FA09,204,98,67.3%,69.4%,4.03,B (3.20),B (3.13)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (A),FA09,367,234,89.8%,88.0%,4.55,B+ (3.38),C+ (2.61)
"Henter, Heather J.",BILD 3 - Organismic&Evolutionary Biol   (B),FA09,384,269,86.1%,83.7%,4.16,B+ (3.45),C+ (2.61)
"Pogliano, Joseph",BILD 71 - Genomics Research Initiative   (A),FA09,56,26,100.0%,100.0%,3.86,N/A,A- (3.94)
"Pogliano, Kit J.",BILD 71 - Genomics Research Initiative   (A),FA09,56,26,100.0%,100.0%,3.86,N/A,A- (3.94)
"Saier, Milton H.",BILD 87 - Freshman Seminar               (A),FA09,13,12,91.7%,83.3%,0.50,A (4.00),N/A
"Crawford, Nigel M.",BILD 87 - Freshman Seminar               (B),FA09,19,16,93.8%,100.0%,0.88,A (4.00),N/A
"Woodruff, David S",BILD 87 - Freshman Seminar               (C),FA09,20,18,100.0%,100.0%,0.72,A (4.00),N/A
"Saier, Milton H.",BILD 87 - Freshman Seminar               (D),FA09,14,11,100.0%,100.0%,0.68,A (4.00),N/A
"Santoso, Buyung",BILD 1 - The Cell                       (A),SU09,103,46,93.5%,91.3%,5.89,B+ (3.49),N/A
"Lasse, Samuel H",BILD 10 - Fundamental Concepts/Modrn Bio (A),SU09,38,19,84.2%,84.2%,4.29,B+ (3.57),N/A
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SU09,28,10,100.0%,100.0%,3.50,A- (3.89),N/A
"Burg, Michael A.",BILD 2 - Multicellular Life             (A),SU09,76,32,100.0%,84.4%,8.95,B+ (3.32),N/A
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol   (A),SU09,103,38,92.1%,97.2%,7.36,B+ (3.47),N/A
"Reuther, Keefe",BILD 3 - Organismic&Evolutionary Biol   (A),SU09,144,47,89.4%,95.7%,6.97,B+ (3.50),N/A
"Kiger, Amy",BILD 1 - The Cell                       (A),SP09,149,54,91.8%,92.2%,5.92,B (3.21),C+ (2.37)
"Sato, Brian K",BILD 1 - The Cell                       (B),SP09,297,210,96.0%,97.9%,4.24,B+ (3.37),B- (2.85)
"Loomis, William F.",BILD 10 - Fundamental Concepts/Modrn Bio (A),SP09,163,65,92.3%,84.6%,3.05,B+ (3.48),B (3.07)
"Saier, Milton H.",BILD 18 - Human Impact on the Environmnt (A),SP09,185,121,96.6%,94.0%,2.65,A- (3.89),B+ (3.47)
"Schroeder, Julian I",BILD 2 - Multicellular Life             (A),SP09,184,85,90.2%,80.7%,4.94,B+ (3.35),B- (2.88)
