Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Armantrout, Rae",LTWR 8B ,SP08,77,47,0.9329999999999999,0.909,3.52,3.67,3.7
"Williams, Randall Jay",LTCS 170,WI08,37,31,0.871,0.935,3.98,3.3,3.19
"Heinrich, Larissa",LTEA 110A ,WI08,31,23,1.0,1.0,6.85,3.76,3.66
"Lee, Jin-Kyung",LTEA 142,WI08,37,24,0.917,0.958,3.92,3.61,3.37
"Lampert-Weissig, Lisa",LTEN 107,WI08,31,22,1.0,1.0,4.5,3.64,3.35
"Montrose, Louis A.",LTEN 112,WI08,42,23,0.955,1.0,5.46,3.48,3.27
"Loose, Margaret",LTEN 127,WI08,33,28,0.9640000000000001,1.0,4.5,3.46,2.95
"Loose, Margaret",LTEN 127B ,WI08,33,28,0.9640000000000001,1.0,4.5,3.46,2.95
"Tonkovich, Nicole",LTEN 146,WI08,43,37,0.946,0.973,5.69,3.31,2.99
"Berman, Ronald S.",LTEN 174,WI08,42,34,0.909,0.727,4.91,3.38,2.94
"Childs, Dennis R.",LTEN 185,WI08,30,21,0.905,0.857,4.88,3.32,2.74
"Shevelow, Kathryn Ann",LTEN 22,WI08,86,65,0.9690000000000001,1.0,4.68,3.59,3.24
"Davidson, R. Michael",LTEN 26,WI08,54,41,0.946,0.946,5.76,3.44,3.35
"Forbes, Camille",LTEN 27,WI08,58,42,0.805,0.927,4.69,3.26,3.18
"Gentet, Annick Genevieve",LTFR 115,WI08,20,21,0.9520000000000001,0.9520000000000001,4.69,3.56,3.67
"Lee, Jin-Kyung",LTKO 100,WI08,31,18,0.778,0.722,5.06,3.08,3.27
"Lee, Jeyseon",LTKO 1B ,WI08,21,14,1.0,1.0,4.36,3.77,3.55
"Wells, Patricia Rebecca",LTRU 1B ,WI08,21,13,1.0,1.0,4.35,3.55,3.78
"Sanchez, Rosaura",LTSP 130B ,WI08,29,18,0.889,1.0,6.83,3.61,3.39
"Concha, Jaime",LTSP 133,WI08,36,24,0.682,0.826,3.67,3.3,3.3
"Concha, Jaime",LTSP 142,WI08,21,15,0.9329999999999999,0.9329999999999999,3.57,3.4,3.33
"Mariscal, George",LTSP 150B ,WI08,41,38,1.0,1.0,4.5,3.69,3.61
"Bernath, Maria Teresa",LTSP 177,WI08,25,21,0.81,0.81,4.98,3.19,3.3
"Glaser, Amelia",LTTH 115,WI08,21,15,0.867,1.0,4.5,3.67,3.57
"Freilicher, Melvyn Stanley",LTWL 115,WI08,29,27,0.852,0.815,5.91,3.21,3.32
"Potts, Stephen",LTWL 116,WI08,194,101,0.97,0.99,4.04,3.55,3.35
"Kalleres, Dayna",LTWL 138,WI08,22,18,0.9440000000000001,1.0,4.28,3.76,3.75
"Cohen, Alain J. J.",LTWL 184,WI08,28,17,0.941,1.0,4.62,3.6,3.09
"Kraus, Chris",LTWR 112,WI08,20,12,0.917,0.75,3.33,3.64,3.52
"Armantrout, Rae",LTWR 115,WI08,21,14,0.9229999999999999,0.846,5.36,3.67,3.66
"Doller, Ben",LTWR 121,WI08,20,14,0.643,0.643,2.79,3.86,3.84
"Springer, Anna Joy",LTWR 8A ,WI08,84,59,0.9470000000000001,0.9470000000000001,5.43,3.75,3.52
"Shilling, Halle",LTWR 8C ,WI08,73,60,0.9329999999999999,1.0,4.7,3.21,3.27
"Williams, Randall Jay",LTCS 50,FA07,28,27,0.92,1.0,3.94,3.18,3.08
"Yip, Wai-Lim",LTEA 100A ,FA07,29,15,0.6,0.467,3.97,3.36,3.22
"Berman, Ronald S.",LTEN 140,FA07,62,50,0.9390000000000001,0.875,5.06,3.41,3.01
"Streeby, Shelley",LTEN 154,FA07,48,41,0.8290000000000001,0.902,5.48,3.38,3.16
"Davidson, R. Michael",LTEN 172,FA07,36,23,0.955,0.9570000000000001,5.72,3.38,3.44
"Blanco, John D",LTEN 181,FA07,36,22,0.818,0.909,2.86,3.53,3.52
"Forbes, Camille",LTEN 186,FA07,37,32,0.938,0.9670000000000001,5.4,3.1,3.09
"Lampert-Weissig, Lisa",LTEN 21,FA07,95,63,0.873,0.9840000000000001,5.18,3.21,3.09
"Tonkovich, Nicole",LTEN 25,FA07,56,44,0.8370000000000001,0.762,5.36,3.38,3.19
"Shroff, Beheroze",LTEN 28,FA07,83,62,0.8690000000000001,0.852,4.08,3.47,3.2
"Edwards, Leslie",LTGK 1,FA07,21,14,0.9229999999999999,1.0,6.5,3.62,3.01
"De Marchi Gherini, Adriana",LTIT 2A ,FA07,21,15,1.0,1.0,3.83,3.23,3.93
"De Marchi Gherini, Adriana",LTIT 2A ,FA07,22,17,0.882,1.0,2.85,4.0,3.93
"Lee, Jin-Kyung",LTKO 100,FA07,32,20,1.0,1.0,4.5,3.53,3.37
"Lee, Jeyseon",LTKO 1A ,FA07,22,17,1.0,1.0,3.09,3.85,3.52
"Lee, Jeyseon",LTKO 1A ,FA07,21,16,0.938,0.938,4.63,3.73,3.52
"Lee, Jeyseon",LTKO 1B ,FA07,20,17,0.941,0.765,4.38,3.31,3.45
"Lee, Jeyseon",LTKO 2A ,FA07,20,14,1.0,1.0,3.93,3.79,3.43
"Lee, Jeyseon",LTKO 2B ,FA07,20,13,0.9229999999999999,1.0,5.12,3.46,3.49
"Chamberlain, Charles Thoms",LTLA 1,FA07,27,24,0.833,0.958,5.58,2.94,2.52
"Concha, Jaime",LTSP 130A ,FA07,21,14,0.769,0.857,5.79,3.38,3.09
"Kokotovic, Milos",LTSP 138,FA07,41,24,1.0,1.0,5.54,3.19,3.08
"Ubilla, Cecilia",LTSP 142,FA07,22,21,0.95,0.95,4.88,3.47,3.49
"Jed, Stephanie H",LTTH 115,FA07,38,27,0.9259999999999999,0.963,3.91,3.67,3.93
"duBois, Page Ann",LTWL 100,FA07,94,45,0.674,0.69,3.76,3.19,2.71
"Potts, Stephen",LTWL 114,FA07,177,102,0.99,0.98,3.53,3.53,3.3
"Potts, Stephen",LTWL 122,FA07,69,31,0.968,0.9670000000000001,5.55,3.42,3.1
"Cohen, Richard S.",LTWL 135,FA07,50,30,0.9,1.0,5.03,3.35,2.89
"Verdicchio, Pasquale",LTWL 181,FA07,21,10,0.9,1.0,5.7,3.5,3.62
"Edwards, Leslie",LTWL 19A ,FA07,52,46,0.8909999999999999,0.9570000000000001,4.59,3.5,3.42
"Bynum, Sarah",LTWR 115,FA07,23,21,1.0,1.0,6.0,3.85,3.97
"Granger, John F",LTWR 143,FA07,22,16,0.867,0.813,6.81,3.53,3.27
"Nakayasu, Sawako",LTWR 8B ,FA07,86,56,0.875,0.893,3.71,3.53,3.43
"Granger, John F",LTWR 8C ,FA07,78,52,0.846,0.86,5.06,3.38,3.27
